cc_num,gender,city,city_pop,job,dob,acct_num,acct_num2,trans_num,unix_time,category,amt
5500000000000000.0,Male,Cadiz,"283,157 people",Scientific laboratory technician,24/05/1960,384300000000.0,3843260959,3ac926ce67beb332753d42f163f21fff,1606403251,kids_pets,$161.34
180000000000000.0,M,Balanga,"96,061 people",,14/05/1950,,233000000000,50155b653b7245631844615f92e3b521,1618590928,,$106.51
30300000000000.0,M,Navotas,"249,463 people",,12/03/1968,,838000000000,fe1e9a9b9ccd2464a0df26dc1ce5edaf,1608090418,gas_transport,$77.64
4340000000000.0,M,Sorsogon,"168,110 people",Research scientist (medical),25/05/1942,971000000000.0,971000000000,cdafdea8501472c342269338bd77a576,1584817575,home,$89.60
5000000000000.0,Male,Tuguegarao,"153,502 people",Outdoor activities/education manager,07/06/1966,750000000000.0,750000000000,8bc2da25398822a2e6ec14884f22f046,1609862727,personal_care,$17.05
371000000000000.0,Female,Maasin,"85,560 people","Engineer, site",18/04/1966,994000000000.0,994000000000,df75046c594e2ab0379dd9de11b650ac,1592630623,shopping_pos,$2.37
4890000000000.0,M,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,db0a966f7aafcefddf8de25528b222ea,1622463938,food_dining,$65.46
3520000000000000.0,Male,Malabon,"365,525 people",Broadcast journalist,05/04/1957,587000000000.0,587000000000,25b06827523ad83ead178be2c405f66c,1630860786,kids_pets,$71.06
4.14e+18,M,Calapan,"133,893 people",Financial controller,23/07/1953,628000000000.0,628000000000,90b9ab570729a675fd85159573146e39,1592038910,gas_transport,$54.86
4340000000000.0,M,Sorsogon,"168,110 people",Research scientist (medical),25/05/1942,971000000000.0,971000000000,ffa9882c16ec9aa3e7db760cd01fd797,1598646115,kids_pets,$176.72
4720000000000000.0,M,Laoag,"111,125 people",Dance movement psychotherapist,11/01/1954,257000000000.0,257000000000,5dee3bb77f5adc5ae163485f8eaf4834,1583558002,shopping_pos,$5.29
639000000000.0,Male,City of Calamba,"454,486 people",Management consultant,29/05/1958,434000000000.0,434000000000,360fe311539dfa5e6f839ca0c150aeed,1592736573,entertainment,$2.76
3520000000000000.0,Male,Malabon,"365,525 people",Broadcast journalist,05/04/1957,587000000000.0,587000000000,b3739121a8f727738e3604df8e9d34a8,1588435400,personal_care,$8.37
4870000000000000.0,Male,San Fernando,"121,812 people","Education officer, museum",18/07/1964,863000000000.0,863000000000,f0461f6160ccd55a94c0607ede5d6fce,1578242272,health_fitness,$14.07
4010000000000.0,M,Malaybalay,"174,625 people",Tourist information centre manager,11/01/1966,439000000000.0,439000000000,60f45c54d6ede98416b9ce95e1dc43e9,1628194672,home,$159.90
213000000000000.0,M,Batangas,"329,874 people","Copywriter, advertising",23/07/1943,840000000000.0,840000000000,c5c9a0bb1bd11dbbe67e214b806c3609,1638581646,gas_transport,$92.76
4890000000000.0,M,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,9b6789ea13d461156159758891023a05,1588484301,shopping_pos,$308.75
4720000000000000.0,M,Laoag,"111,125 people",Dance movement psychotherapist,11/01/1954,257000000000.0,257000000000,f3d1ccc1df877df828649b83b16b2b4d,1608792173,misc_pos,$5.67
5500000000000000.0,M,Cadiz,"283,157 people",Scientific laboratory technician,24/05/1960,384300000000.0,3843260959,1af81bca54d18c1c93f16f797600045a,1623555886,gas_transport,$70.00
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,7b44164883ce4d51d7d905c03a3a225c,1636809832,travel,$1.45
3520000000000000.0,M,Masbate,"95,389 people",Wellsite geologist,20/11/1967,531000000000.0,531000000000,d5b82f764651b5f5e07953e871b748f5,1624619664,food_dining,$62.72
4.55e+18,M,Tagbilaran City,"105,051 people","Administrator, education",19/12/1959,969000000000.0,969000000000,db4129c3bba7643a53ec6cf072b8136d,1618551634,shopping_pos,$9.04
502000000000.0,M,Tacloban,"242,089 people",Aid worker,20/05/1949,563000000000.0,563000000000,474c614d0b94c2a3117842c919113bba,1624715848,personal_care,$50.51
3520000000000000.0,Male,Masbate,"95,389 people",,20/11/1967,,531000000000,de5dd27d934ba7abea835ca81ab8bfdc,1608886278,grocery_pos,$136.33
213000000000000.0,Male,Batangas,"329,874 people","Copywriter, advertising",23/07/1943,840000000000.0,840000000000,c47aebba11a9d07dc697c5fc3cb6ceb6,1608726540,kids_pets,$136.97
3580000000000000.0,M,Santa Rosa,"353,767 people","Clinical scientist, histocompatibility and immunogenetics",19/11/1966,867000000000.0,867000000000,288735dc4197bac980f512ce4d11a1de,1612675506,entertainment,$66.85
4.1e+18,Male,Tagbilaran City,"105,051 people",Land,10/02/1963,233100000000.0,233000000000,24a86679a340689e9814344eaec9d2fc,1580596045,home,$69.94
38900000000000.0,Male,San Fernando,"121,812 people",Public relations account executive,04/03/1951,845100000000.0,845000000000,8da3e3c63866915231366caae131212b,1603960167,misc_pos,$3.99
30300000000000.0,Male,Meycauayan,"209,083 people","Research officer, political party",25/03/1968,207000000000.0,207000000000,acb0a90eff065fb1351b3f7224923a25,1630037204,gas_transport,$72.95
4870000000000000.0,Male,San Fernando,"121,812 people","Education officer, museum",18/07/1964,863000000000.0,863000000000,6f6907eefa56ddf4affa750c047d3c91,1618807103,grocery_pos,$137.97
4010000000000.0,M,Malaybalay,"174,625 people",Tourist information centre manager,11/01/1966,439000000000.0,439000000000,e5b3c1fd218d7270a88ca3eafae44192,1590312304,grocery_pos,$98.13
2320000000000000.0,M,Binan,"333,028 people","Teacher, early years/pre",08/02/1960,664000000000.0,664000000000,b7bfd49782b7d2195da7a4b8edfc4073,1609205988,,$4.43
4.83e+18,Female,Angeles City,"411,634 people",Psychotherapist,18/06/1962,404000000000.0,404000000000,ff41ac2159b210305f217e1fe6e74fa5,1626437484,kids_pets,$86.97
4240000000000000.0,M,Cadiz,"283,157 people",Prison officer,09/05/1949,951000000000.0,951000000000,2285830a7bc0ca678370ee2d96cfdf2a,1588606002,health_fitness,$6.30
6540000000000000.0,M,Muntinlupa City,"504,509 people",IT sales professional,31/08/1954,473000000000.0,473000000000,47611d1554f04c707ce4e90164d5c537,1623741469,grocery_pos,$76.28
4010000000000.0,M,Malaybalay,"174,625 people",Tourist information centre manager,11/01/1966,439000000000.0,439000000000,e242fbfd2109ef0b4c03d05b3072bf5b,1625739939,shopping_net,$165.87
3510000000000000.0,M,San Jose del Monte,"574,089 people",Regulatory affairs officer,19/02/1942,826000000000.0,826000000000,906e74dcc82c6bf78b649e19bdec6ebb,1602161784,health_fitness,$133.80
5200000000000000.0,M,Palayan City,"41,041 people",Emergency planning/management officer,19/09/1960,420000000000.0,420000000000,e7e042b40691c50cb2fbed1684297471,1632032774,misc_pos,$9.80
345000000000000.0,M,Dasmarinas,"659,019 people",Diplomatic Services operational officer,02/04/1930,845000000000.0,845000000000,0f6ea422de8b92527b4da935b416e7c3,1634624928,grocery_net,$120.75
3540000000000000.0,M,Cabanatuan City,"302,231 people",Engineering geologist,25/10/1949,432000000000.0,432000000000,2721f2f2053696c2cc6c5edededcfe98,1595040513,,$73.71
4890000000000.0,Male,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,bab78ba865820992fb839212752830ff,1581335103,shopping_pos,$1.71
3530000000000000.0,Male,Dasmarinas,"659,019 people","Physicist, medical",26/03/1965,201000000000.0,201000000000,8861df5099ed3ecef9b630fe7c3e79bf,1608935044,home,$65.19
4730000000000000.0,M,Vigan,"53,879 people","Geologist, engineering",28/05/1945,227000000000.0,227000000000,03d562433e8e658dbd139005d76e9517,1606936814,food_dining,$60.48
4890000000000.0,M,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,1e2fd6441906e4c84efc2c5c0e5a2ac0,1624735381,kids_pets,$69.01
3520000000000000.0,M,Malabon,"365,525 people",Broadcast journalist,05/04/1957,587000000000.0,587000000000,4cb633be91011f776425c562b99fae6d,1595004319,health_fitness,$29.36
4620000000000000.0,M,San Fernando,"121,812 people",Personnel officer,20/11/1934,555000000000.0,555000000000,f1cf24fd4d7b54c63d35594bd10446c1,1612143698,,$2.33
3570000000000000.0,M,Olongapo,"233,040 people",Insurance broker,29/06/1955,298000000000.0,298000000000,7c28cb6158378dddaece449afa42a2af,1626498875,misc_pos,$9.31
6550000000000000.0,Male,Malaybalay,"174,625 people",English as a foreign language teacher,31/12/1948,581000000000.0,581000000000,ee7f08d63ecbe6980b1096dc25fd4f9f,1607674291,,$32.74
504000000000.0,Male,Naga City,"196,003 people","Designer, fashion/clothing",03/02/1943,902000000000.0,902000000000,cfb5ab6de63e91cccb1cc5e2d5fc1537,1591341649,food_dining,$225.97
36900000000000.0,M,Mati,"141,141 people",Psychotherapist,03/02/1970,851000000000.0,851000000000,157bec65cc2a74327d7e07359dce26c0,1625856912,personal_care,$259.21
639000000000.0,M,City of Calamba,"454,486 people",Management consultant,29/05/1958,434000000000.0,434000000000,00e4e60b028b60dae7ddd9032c2fb882,1588368385,kids_pets,$26.37
4890000000000.0,Male,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,a45e0472475be1725dd62c165fd0c3a8,1588498900,shopping_pos,$1.02
4010000000000.0,M,Malaybalay,"174,625 people",Tourist information centre manager,11/01/1966,439000000000.0,439000000000,f96a33a3d1082938a4bf00f40dc4923f,1590710948,grocery_pos,$111.52
4620000000000000.0,Male,San Fernando,"121,812 people",Personnel officer,20/11/1934,555000000000.0,555000000000,88527a6920b37acfcefcb3eb92bd8657,1586965272,travel,$8.16
3520000000000000.0,Male,Malabon,"365,525 people",Broadcast journalist,05/04/1957,587000000000.0,587000000000,a72006fb5a5cddf7ea156571c1764f1b,1598679821,grocery_pos,$76.70
30300000000000.0,M,Meycauayan,"209,083 people","Research officer, political party",25/03/1968,207000000000.0,207000000000,6b4ded18bf1b9ddfa65a6b763e7a1ff7,1630643778,grocery_pos,$83.26
2320000000000000.0,M,Binan,"333,028 people","Teacher, early years/pre",08/02/1960,664000000000.0,664000000000,fc7aaf3e69c21a945371e085204d35df,1603548982,personal_care,$49.89
30100000000000.0,M,Manila,"23,088,000 people",Database administrator,20/11/1948,989000000000.0,989000000000,c122e0ba48b97956f5385f531a718fe9,1623207755,misc_net,$391.15
213000000000000.0,M,Batangas,"329,874 people","Copywriter, advertising",23/07/1943,840000000000.0,840000000000,d09905d24921db07246e18c133993623,1601107067,shopping_pos,$7.12
38000000000000.0,M,City of Isabela,"112,788 people",Sport and exercise psychologist,04/03/1967,378000000000.0,378000000000,8e9a760045409bf3690e97ae415e3528,1584759895,misc_pos,$5.87
2280000000000000.0,Male,Olongapo,"233,040 people",Technical author,25/12/1956,854000000000.0,854000000000,10a15c5f4c7b7ad8e954e745626f51ba,1607102952,travel,$4.83
180000000000000.0,Male,Calapan,"133,893 people",Tourist information centre manager,05/12/1949,124000000000.0,124000000000,8437b2d305fc67bcad8c49338bae25f7,1618232237,travel,$485.51
6010000000000000.0,M,Pagadian,"199,060 people","Designer, furniture",24/10/1949,488000000000.0,488000000000,e531a9be2c2e7691761f8f9eab59944b,1635588340,food_dining,$46.19
502000000000.0,M,Tacloban,"242,089 people",Aid worker,20/05/1949,563000000000.0,563000000000,a70d55c2e573b2c050cfdd5a19b96311,1626507919,entertainment,$6.29
5500000000000000.0,Male,Cadiz,"283,157 people",Scientific laboratory technician,24/05/1960,384300000000.0,3843260959,9f00c17a01a387a6a19c53968b8b86e7,1623462283,grocery_pos,$61.55
4090000000000000.0,M,Muntinlupa City,"504,509 people",Industrial/product designer,12/04/1938,722000000000.0,722000000000,8d0020d3d3518e0dcd352b64d19cde8a,1602778117,kids_pets,$40.95
4050000000000000.0,Male,General Santos,"594,446 people",Customer service manager,16/04/1945,383900000000.0,38399733986,3734bd1f7dd7735e653bf965645482ff,1626479039,home,$24.34
6550000000000000.0,M,Butuan,"337,063 people",Hotel manager,06/01/1947,790000000000.0,790000000000,bcda7e3e60d999d97037c055a9412c64,1624493595,shopping_pos,$163.24
4060000000000000.0,M,Valenzuela,"620,422 people",Operational investment banker,06/12/1963,231000000000.0,231000000000,f8cec207b83b63292433000aca2dff71,1608944876,misc_pos,$4.42
30300000000000.0,M,Meycauayan,"209,083 people","Research officer, political party",25/03/1968,207000000000.0,207000000000,0b699c17ef4e813f4493f76a76d14567,1628330201,shopping_pos,$1.27
180000000000000.0,M,San Fernando,"306,659 people","Engineer, mining",09/11/1930,939000000000.0,939000000000,6a191340eeeea4304a12c2f7bd76497d,1620106146,food_dining,$31.71
6550000000000000.0,Male,Butuan,"337,063 people",Hotel manager,06/01/1947,790000000000.0,790000000000,0ce28a7f4bb80b0c8c2aa02dd8b50dc6,1607747803,shopping_net,$28.29
6570000000000000.0,M,Santiago,"134,830 people",Art therapist,11/10/1965,717000000000.0,717000000000,7149b9d829a47a25aa14c9978fd9ea1f,1634350911,shopping_pos,$277.92
3520000000000000.0,M,Masbate,"95,389 people",Wellsite geologist,20/11/1967,531000000000.0,531000000000,278b61f0bbe45f4b693e523338d5b63c,1579930307,shopping_pos,$2.66
570000000000.0,M,Makati City,"582,602 people","Surveyor, planning and development",26/07/1957,902100000000.0,902000000000,6ac6e370499dfc31283e15223f00a509,1584162177,shopping_pos,$4.79
30300000000000.0,M,Navotas,"249,463 people","Radiographer, diagnostic",12/03/1968,838000000000.0,838000000000,b4204bf504b0ed59f2c2372e05b5f89a,1615547049,,$65.29
2440000000000000.0,M,Masbate,"95,389 people",Social worker,20/09/1961,786000000000.0,786000000000,a132b9448cff14cd7be4ca89362ffcd9,1597454961,entertainment,$5.45
4.51e+18,M,Caloocan City,"1,583,978 people",Learning mentor,06/11/1957,213000000000.0,213000000000,459dcac5a73c5532bc424089597c1f1b,1625437627,health_fitness,$48.34
6570000000000000.0,Male,Santiago,"134,830 people",Art therapist,11/10/1965,717000000000.0,717000000000,2fc25eb823bb2890b2928d835c0ef3f9,1580050167,personal_care,$81.03
30100000000000.0,M,Manila,"23,088,000 people",Database administrator,20/11/1948,989000000000.0,989000000000,b443d999cb67a157cee7b8d9a7331b82,1608095781,misc_pos,$6.53
4400000000000000.0,M,Dagupan City,"171,271 people",Camera operator,24/04/1949,753000000000.0,753000000000,07864b0f686d04143e117b4b869134a7,1627597685,personal_care,$52.60
2280000000000000.0,Male,Olongapo,"233,040 people",Technical author,25/12/1956,854000000000.0,854000000000,f21361d582bf18f3d52297d7eac957eb,1625968813,grocery_net,$115.55
4090000000000000.0,M,Muntinlupa City,"504,509 people",Industrial/product designer,12/04/1938,722000000000.0,722000000000,dd748d31e7cbfe7f6af87e98f383ba4a,1596359437,entertainment,$1.15
4060000000000000.0,M,Valenzuela,"620,422 people",Operational investment banker,06/12/1963,231000000000.0,231000000000,20f4f6f677c39dea14784b3480144747,1629804887,shopping_net,$172.42
5200000000000000.0,Male,Palayan City,"41,041 people",Emergency planning/management officer,19/09/1960,420000000000.0,420000000000,e8c2b0bd655fb47d9287d4c1c8632c9c,1622158765,kids_pets,$91.49
4340000000000.0,Male,Sorsogon,"168,110 people",Research scientist (medical),25/05/1942,971000000000.0,971000000000,131d7bf8c25e54aed38ea527bf2df057,1614466748,health_fitness,$4.36
4.24e+18,M,Dasmarinas,"659,019 people",Office manager,21/02/1926,585000000000.0,585000000000,a7c2d092200d0ff2ed5329fc92873270,1622370778,gas_transport,$74.83
60490596305.0,M,San Pedro,"325,809 people","Programmer, applications",14/12/1929,208000000000.0,208000000000,fb4b8e94c66494c7feec286ca35a11cf,1614402906,shopping_pos,$3.20
38900000000000.0,M,San Fernando,"121,812 people",Public relations account executive,04/03/1951,845100000000.0,845000000000,2180ceb8d9aed948b1e38e25d982bccc,1625844845,travel,$4.70
4430000000000000.0,Female,Lipa City,"332,386 people",Equality and diversity officer,01/08/1958,946000000000.0,946000000000,0798aaec74ea1baa86f31a698e259d77,1627411184,kids_pets,$28.64
4.55e+18,M,Tagbilaran City,"105,051 people","Administrator, education",19/12/1959,969000000000.0,969000000000,b2a82d9467885c2440dbcf060cdebdc9,1584768805,entertainment,$32.90
570000000000.0,M,Makati City,"582,602 people","Surveyor, planning and development",26/07/1957,902100000000.0,902000000000,b6f95076a911ca2622dadc16de482af0,1600525421,home,$138.89
5500000000000000.0,M,Cadiz,"283,157 people",Scientific laboratory technician,24/05/1960,384300000000.0,3843260959,69be748044ece8860f74e136d0458732,1638489696,shopping_pos,$5.64
180000000000000.0,M,Marikina City,"450,741 people",Exercise physiologist,12/08/1955,346100000000.0,34614744133,b477ed57fae5ffca6e8d7f7bf90b7aea,1595035511,shopping_pos,$5.43
4340000000000.0,M,Sorsogon,"168,110 people",Research scientist (medical),25/05/1942,971000000000.0,971000000000,72be1fbc76d30669afa354d2047e914e,1595127477,,$276.60
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,fe72b5a49d961cf2b27659714675e230,1615975495,,$2.71
345000000000000.0,Male,Dasmarinas,"659,019 people",Diplomatic Services operational officer,02/04/1930,845000000000.0,845000000000,436cec43738d7618461023b65195e05c,1579344501,shopping_net,$90.09
4890000000000.0,M,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,39ace1748c799535062f1940e7531622,1591368177,home,$35.89
502000000000.0,M,Tacloban,"242,089 people",Aid worker,20/05/1949,563000000000.0,563000000000,1ce113233ed5ae1c22a7166888b8e8ad,1623700560,kids_pets,$69.24
4.51e+18,M,Caloocan City,"1,583,978 people",Learning mentor,06/11/1957,213000000000.0,213000000000,57c7490ffb911d17acb40acb91a2cc57,1615110517,gas_transport,$78.80
4870000000000000.0,M,San Fernando,"121,812 people","Education officer, museum",18/07/1964,863000000000.0,863000000000,830a96422048b38c05932022578b3008,1624629435,kids_pets,$109.45
4060000000000000.0,M,Valenzuela,"620,422 people",Operational investment banker,06/12/1963,231000000000.0,231000000000,f1554facd48f02baba1fc9f23a4e4c97,1625252676,personal_care,$31.13
504000000000.0,Male,Naga City,"196,003 people","Designer, fashion/clothing",03/02/1943,902000000000.0,902000000000,83c630f87c4d0c0262b1549d7911955b,1630697318,home,$116.56
213000000000000.0,M,Batangas,"329,874 people","Copywriter, advertising",23/07/1943,840000000000.0,840000000000,a8e328fc67bc281598836b3bf6d6a332,1626410569,,$17.20
2320000000000000.0,Male,Binan,"333,028 people","Teacher, early years/pre",08/02/1960,664000000000.0,664000000000,f15cfc628b6f0ebd3dddec2e07b0eb35,1608258032,grocery_pos,$109.67
180000000000000.0,Male,San Fernando,"306,659 people","Engineer, mining",09/11/1930,939000000000.0,939000000000,931de1ffb10336148aeccbc30b845dfe,1632464122,entertainment,$5.84
4400000000000000.0,M,Cadiz,"283,157 people","Teacher, special educational needs",02/04/1970,937000000000.0,937000000000,75e8c3eda5b3d2dd9091baa9a066bdf3,1614794271,kids_pets,$32.30
2440000000000000.0,M,Masbate,"95,389 people",,20/09/1961,,786000000000,6bc11311db8f814313858a6cb9965171,1600904984,personal_care,$2.60
4340000000000.0,M,Sorsogon,"168,110 people",Research scientist (medical),25/05/1942,971000000000.0,971000000000,836264b5828f44b79f01076398ff86ee,1610934398,gas_transport,$44.01
639000000000.0,Female,Dumaguete City,"131,377 people","Accountant, chartered certified",12/01/1942,878000000000.0,878000000000,30432a4144eecda0b6ffeaf2833d3f89,1587719566,grocery_pos,$65.34
4.14e+18,Male,Calapan,"133,893 people",Financial controller,23/07/1953,628000000000.0,628000000000,eccb96f4dab6fa0966e47458991f58cc,1609359058,travel,$8.48
504000000000.0,M,Naga City,"196,003 people","Designer, fashion/clothing",03/02/1943,902000000000.0,902000000000,66e33fe8fd64e95c5a8f8e2078718139,1589588848,shopping_pos,$8.34
5200000000000000.0,Male,Palayan City,"41,041 people",Emergency planning/management officer,19/09/1960,420000000000.0,420000000000,e776616153d88f4532ffb882f8474ddf,1598051236,kids_pets,$119.99
3520000000000000.0,M,Digos,"169,393 people",,31/08/1970,,968000000000,97d5d8b39c146366907b1bdf3ddb4999,1611196134,shopping_pos,$1.95
180000000000000.0,M,Marikina City,"450,741 people",Exercise physiologist,12/08/1955,346100000000.0,34614744133,2eee64a4e93844972d074fa6b5db3b85,1626291612,kids_pets,$160.71
4.55e+18,M,Tagbilaran City,"105,051 people",,19/12/1959,,969000000000,d07453416bbc654659a598feb53701e4,1619533732,health_fitness,$42.63
639000000000.0,M,City of Calamba,"454,486 people",Management consultant,29/05/1958,434000000000.0,434000000000,6768339d5ef628b85c3e1fd8a8a87159,1578416796,health_fitness,$41.30
4890000000000.0,M,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,e538b32a01477144dfb478e8dab779be,1627704602,,$137.64
